"species.code";"analysis";"rate";"value";"replicate"
"SOAS";"germ_random";"germination.rate";0,688303791720257;33
"SOAS";"germ_random";"seed.survival";0,29;33
"SPRU";"germ_random";"germination.rate";0,329097422948583;33
"SPRU";"germ_random";"seed.survival";0,41;33
"SUSP";"germ_random";"germination.rate";0,6154426505684;33
"SUSP";"germ_random";"seed.survival";0,58;33
"BEMA";"germ_random";"germination.rate";0,450587342705604;34
"BEMA";"germ_random";"seed.survival";0,43;34
"CETE";"germ_random";"germination.rate";0,607794001587354;34
"CETE";"germ_random";"seed.survival";0,1;34
"CHFU";"germ_random";"germination.rate";0,877189739357793;34
"CHFU";"germ_random";"seed.survival";0,38;34
"CHMI";"germ_random";"germination.rate";0,629165622175862;34
"CHMI";"germ_random";"seed.survival";0,32;34
"HOMA";"germ_random";"germination.rate";1;34
"HOMA";"germ_random";"seed.survival";0,25;34
"LEMA";"germ_random";"germination.rate";0,973360203234779;34
"LEMA";"germ_random";"seed.survival";0,33;34
"LYTR";"germ_random";"germination.rate";0,449839113359198;34
"LYTR";"germ_random";"seed.survival";0,51;34
"MEEL";"germ_random";"germination.rate";0,736104527437335;34
"MEEL";"germ_random";"seed.survival";0,6;34
"MESU";"germ_random";"germination.rate";0,670961637256051;34
"MESU";"germ_random";"seed.survival";0,63;34
"PAIN";"germ_random";"germination.rate";0,278110396292882;34
"PAIN";"germ_random";"seed.survival";0,6;34
"PLCO";"germ_random";"germination.rate";0,888374475800775;34
"PLCO";"germ_random";"seed.survival";0,57;34
"POMA";"germ_random";"germination.rate";0,731873760764099;34
"POMA";"germ_random";"seed.survival";0,46;34
"POMO";"germ_random";"germination.rate";0,773657536691428;34
"POMO";"germ_random";"seed.survival";0,49;34
"PUPA";"germ_random";"germination.rate";0,872834628296114;34
"PUPA";"germ_random";"seed.survival";0,55;34
"SASO";"germ_random";"germination.rate";0,55837334864382;34
"SASO";"germ_random";"seed.survival";0,3;34
"SCLA";"germ_random";"germination.rate";0,679906722447233;34
"SCLA";"germ_random";"seed.survival";0,41;34
"SOAS";"germ_random";"germination.rate";0,473634496195954;34
"SOAS";"germ_random";"seed.survival";0,29;34
"SPRU";"germ_random";"germination.rate";0,358539650416467;34
"SPRU";"germ_random";"seed.survival";0,41;34
"SUSP";"germ_random";"germination.rate";0,467597220064955;34
"SUSP";"germ_random";"seed.survival";0,58;34
"BEMA";"germ_random";"germination.rate";0,305936697489107;35
"BEMA";"germ_random";"seed.survival";0,43;35
"CETE";"germ_random";"germination.rate";0,543100965746685;35
"CETE";"germ_random";"seed.survival";0,1;35
"CHFU";"germ_random";"germination.rate";0,78413795204393;35
"CHFU";"germ_random";"seed.survival";0,38;35
"CHMI";"germ_random";"germination.rate";0,774698017566719;35
"CHMI";"germ_random";"seed.survival";0,32;35
"HOMA";"germ_random";"germination.rate";1;35
"HOMA";"germ_random";"seed.survival";0,25;35
"LEMA";"germ_random";"germination.rate";0,790783792142356;35
"LEMA";"germ_random";"seed.survival";0,33;35
"LYTR";"germ_random";"germination.rate";0,578974450789053;35
"LYTR";"germ_random";"seed.survival";0,51;35
"MEEL";"germ_random";"germination.rate";0,47514092481434;35
"MEEL";"germ_random";"seed.survival";0,6;35
"MESU";"germ_random";"germination.rate";0,89930566136204;35
"MESU";"germ_random";"seed.survival";0,63;35
"PAIN";"germ_random";"germination.rate";0,19661158168574;35
"PAIN";"germ_random";"seed.survival";0,6;35
"PLCO";"germ_random";"germination.rate";0,881281707891253;35
"PLCO";"germ_random";"seed.survival";0,57;35
"POMA";"germ_random";"germination.rate";1;35
"POMA";"germ_random";"seed.survival";0,46;35
"POMO";"germ_random";"germination.rate";0,871165769588801;35
"POMO";"germ_random";"seed.survival";0,49;35
"PUPA";"germ_random";"germination.rate";0,946030569234343;35
"PUPA";"germ_random";"seed.survival";0,55;35
"SASO";"germ_random";"germination.rate";0,653632622612404;35
"SASO";"germ_random";"seed.survival";0,3;35
"SCLA";"germ_random";"germination.rate";0,567774716324437;35
"SCLA";"germ_random";"seed.survival";0,41;35
"SOAS";"germ_random";"germination.rate";0,656878558632667;35
"SOAS";"germ_random";"seed.survival";0,29;35
"SPRU";"germ_random";"germination.rate";0,257985397790748;35
"SPRU";"germ_random";"seed.survival";0,41;35
"SUSP";"germ_random";"germination.rate";0,708245664312291;35
"SUSP";"germ_random";"seed.survival";0,58;35
"BEMA";"germ_random";"germination.rate";0,423399388688377;36
"BEMA";"germ_random";"seed.survival";0,43;36
"CETE";"germ_random";"germination.rate";0,695729552084906;36
"CETE";"germ_random";"seed.survival";0,1;36
"CHFU";"germ_random";"germination.rate";0,857817239833964;36
"CHFU";"germ_random";"seed.survival";0,38;36
"CHMI";"germ_random";"germination.rate";0,701971381038164;36
"CHMI";"germ_random";"seed.survival";0,32;36
"HOMA";"germ_random";"germination.rate";0,969051408413603;36
"HOMA";"germ_random";"seed.survival";0,25;36
"LEMA";"germ_random";"germination.rate";0,878802275741195;36
"LEMA";"germ_random";"seed.survival";0,33;36
"LYTR";"germ_random";"germination.rate";0,591145896427523;36
"LYTR";"germ_random";"seed.survival";0,51;36
"MEEL";"germ_random";"germination.rate";0,449910454421549;36
"MEEL";"germ_random";"seed.survival";0,6;36
"MESU";"germ_random";"germination.rate";0,8920356703416;36
"MESU";"germ_random";"seed.survival";0,63;36
"PAIN";"germ_random";"germination.rate";0,398107663693318;36
"PAIN";"germ_random";"seed.survival";0,6;36
"PLCO";"germ_random";"germination.rate";0,664954993313956;36
"PLCO";"germ_random";"seed.survival";0,57;36
"POMA";"germ_random";"germination.rate";0,709242643337789;36
"POMA";"germ_random";"seed.survival";0,46;36
"POMO";"germ_random";"germination.rate";0,906591321065578;36
"POMO";"germ_random";"seed.survival";0,49;36
"PUPA";"germ_random";"germination.rate";0,823736953643506;36
"PUPA";"germ_random";"seed.survival";0,55;36
"SASO";"germ_random";"germination.rate";0,572987888824545;36
"SASO";"germ_random";"seed.survival";0,3;36
"SCLA";"germ_random";"germination.rate";0,706848557186127;36
"SCLA";"germ_random";"seed.survival";0,41;36
"SOAS";"germ_random";"germination.rate";0,667865014100885;36
"SOAS";"germ_random";"seed.survival";0,29;36
"SPRU";"germ_random";"germination.rate";0,493908870186721;36
"SPRU";"germ_random";"seed.survival";0,41;36
"SUSP";"germ_random";"germination.rate";0,474348722152455;36
"SUSP";"germ_random";"seed.survival";0,58;36
"BEMA";"germ_random";"germination.rate";0,235539782392861;37
"BEMA";"germ_random";"seed.survival";0,43;37
"CETE";"germ_random";"germination.rate";0,666787667455906;37
"CETE";"germ_random";"seed.survival";0,1;37
"CHFU";"germ_random";"germination.rate";0,784544222707559;37
"CHFU";"germ_random";"seed.survival";0,38;37
"CHMI";"germ_random";"germination.rate";0,787638597741091;37
"CHMI";"germ_random";"seed.survival";0,32;37
"HOMA";"germ_random";"germination.rate";0,975740824433568;37
"HOMA";"germ_random";"seed.survival";0,25;37
"LEMA";"germ_random";"germination.rate";0,975919832282586;37
"LEMA";"germ_random";"seed.survival";0,33;37
"LYTR";"germ_random";"germination.rate";0,731439481552703;37
"LYTR";"germ_random";"seed.survival";0,51;37
"MEEL";"germ_random";"germination.rate";0,689739779104968;37
"MEEL";"germ_random";"seed.survival";0,6;37
"MESU";"germ_random";"germination.rate";0,712305976876611;37
"MESU";"germ_random";"seed.survival";0,63;37
"PAIN";"germ_random";"germination.rate";0,475952282381249;37
"PAIN";"germ_random";"seed.survival";0,6;37
"PLCO";"germ_random";"germination.rate";0,866134927498513;37
"PLCO";"germ_random";"seed.survival";0,57;37
"POMA";"germ_random";"germination.rate";1;37
"POMA";"germ_random";"seed.survival";0,46;37
"POMO";"germ_random";"germination.rate";1;37
"POMO";"germ_random";"seed.survival";0,49;37
"PUPA";"germ_random";"germination.rate";0,982111219855165;37
"PUPA";"germ_random";"seed.survival";0,55;37
"SASO";"germ_random";"germination.rate";0,690709321044146;37
"SASO";"germ_random";"seed.survival";0,3;37
"SCLA";"germ_random";"germination.rate";0,623320942166112;37
"SCLA";"germ_random";"seed.survival";0,41;37
"SOAS";"germ_random";"germination.rate";0,694102924328081;37
"SOAS";"germ_random";"seed.survival";0,29;37
"SPRU";"germ_random";"germination.rate";0,4853867674343;37
"SPRU";"germ_random";"seed.survival";0,41;37
"SUSP";"germ_random";"germination.rate";0,749250406682554;37
"SUSP";"germ_random";"seed.survival";0,58;37
"BEMA";"germ_random";"germination.rate";0,200023246807756;38
"BEMA";"germ_random";"seed.survival";0,43;38
"CETE";"germ_random";"germination.rate";0,369545587463554;38
"CETE";"germ_random";"seed.survival";0,1;38
"CHFU";"germ_random";"germination.rate";0,682787381717033;38
"CHFU";"germ_random";"seed.survival";0,38;38
"CHMI";"germ_random";"germination.rate";0,726429242045162;38
"CHMI";"germ_random";"seed.survival";0,32;38
"HOMA";"germ_random";"germination.rate";0,869815276069292;38
"HOMA";"germ_random";"seed.survival";0,25;38
"LEMA";"germ_random";"germination.rate";0,735273357667681;38
"LEMA";"germ_random";"seed.survival";0,33;38
"LYTR";"germ_random";"germination.rate";0,522604254071629;38
"LYTR";"germ_random";"seed.survival";0,51;38
"MEEL";"germ_random";"germination.rate";0,583565473695493;38
"MEEL";"germ_random";"seed.survival";0,6;38
"MESU";"germ_random";"germination.rate";0,903301737273996;38
"MESU";"germ_random";"seed.survival";0,63;38
"PAIN";"germ_random";"germination.rate";0,16403681215592;38
"PAIN";"germ_random";"seed.survival";0,6;38
"PLCO";"germ_random";"germination.rate";0,681105145262518;38
"PLCO";"germ_random";"seed.survival";0,57;38
"POMA";"germ_random";"germination.rate";0,972275593518645;38
"POMA";"germ_random";"seed.survival";0,46;38
"POMO";"germ_random";"germination.rate";0,948735148819907;38
"POMO";"germ_random";"seed.survival";0,49;38
"PUPA";"germ_random";"germination.rate";0,738578133970964;38
"PUPA";"germ_random";"seed.survival";0,55;38
"SASO";"germ_random";"germination.rate";0,472459959903781;38
"SASO";"germ_random";"seed.survival";0,3;38
"SCLA";"germ_random";"germination.rate";0,861218778758389;38
"SCLA";"germ_random";"seed.survival";0,41;38
"SOAS";"germ_random";"germination.rate";0,42062390999343;38
"SOAS";"germ_random";"seed.survival";0,29;38
"SPRU";"germ_random";"germination.rate";0,39905352088042;38
"SPRU";"germ_random";"seed.survival";0,41;38
"SUSP";"germ_random";"germination.rate";0,708712983769694;38
"SUSP";"germ_random";"seed.survival";0,58;38
"BEMA";"germ_random";"germination.rate";0,351269607418152;39
"BEMA";"germ_random";"seed.survival";0,43;39
"CETE";"germ_random";"germination.rate";0,558435590031694;39
"CETE";"germ_random";"seed.survival";0,1;39
"CHFU";"germ_random";"germination.rate";0,849909183870096;39
"CHFU";"germ_random";"seed.survival";0,38;39
"CHMI";"germ_random";"germination.rate";0,870458153097134;39
"CHMI";"germ_random";"seed.survival";0,32;39
"HOMA";"germ_random";"germination.rate";0,954291948470891;39
"HOMA";"germ_random";"seed.survival";0,25;39
"LEMA";"germ_random";"germination.rate";0,927187466910433;39
"LEMA";"germ_random";"seed.survival";0,33;39
"LYTR";"germ_random";"germination.rate";0,586859069977423;39
"LYTR";"germ_random";"seed.survival";0,51;39
"MEEL";"germ_random";"germination.rate";0,440824900636654;39
"MEEL";"germ_random";"seed.survival";0,6;39
"MESU";"germ_random";"germination.rate";0,919162868019106;39
"MESU";"germ_random";"seed.survival";0,63;39
"PAIN";"germ_random";"germination.rate";0,195374494759209;39
"PAIN";"germ_random";"seed.survival";0,6;39
"PLCO";"germ_random";"germination.rate";0,8688172628824;39
"PLCO";"germ_random";"seed.survival";0,57;39
"POMA";"germ_random";"germination.rate";0,778153630289242;39
"POMA";"germ_random";"seed.survival";0,46;39
"POMO";"germ_random";"germination.rate";0,925515439812692;39
"POMO";"germ_random";"seed.survival";0,49;39
"PUPA";"germ_random";"germination.rate";1;39
"PUPA";"germ_random";"seed.survival";0,55;39
"SASO";"germ_random";"germination.rate";0,652335936768784;39
"SASO";"germ_random";"seed.survival";0,3;39
"SCLA";"germ_random";"germination.rate";0,79170908594618;39
"SCLA";"germ_random";"seed.survival";0,41;39
"SOAS";"germ_random";"germination.rate";0,525333965264166;39
"SOAS";"germ_random";"seed.survival";0,29;39
"SPRU";"germ_random";"germination.rate";0,494763917533082;39
"SPRU";"germ_random";"seed.survival";0,41;39
"SUSP";"germ_random";"germination.rate";0,644463762876575;39
"SUSP";"germ_random";"seed.survival";0,58;39
"BEMA";"germ_random";"germination.rate";0,379919825589047;40
"BEMA";"germ_random";"seed.survival";0,43;40
"CETE";"germ_random";"germination.rate";0,472369967940617;40
"CETE";"germ_random";"seed.survival";0,1;40
"CHFU";"germ_random";"germination.rate";0,971530164262366;40
"CHFU";"germ_random";"seed.survival";0,38;40
"CHMI";"germ_random";"germination.rate";0,933879895215069;40
"CHMI";"germ_random";"seed.survival";0,32;40
"HOMA";"germ_random";"germination.rate";1;40
"HOMA";"germ_random";"seed.survival";0,25;40
"LEMA";"germ_random";"germination.rate";0,854860237067985;40
"LEMA";"germ_random";"seed.survival";0,33;40
"LYTR";"germ_random";"germination.rate";0,66854705398739;40
"LYTR";"germ_random";"seed.survival";0,51;40
"MEEL";"germ_random";"germination.rate";0,638733743899689;40
"MEEL";"germ_random";"seed.survival";0,6;40
"MESU";"germ_random";"germination.rate";0,590882308985389;40
"MESU";"germ_random";"seed.survival";0,63;40
"PAIN";"germ_random";"germination.rate";0,191791725018991;40
"PAIN";"germ_random";"seed.survival";0,6;40
"PLCO";"germ_random";"germination.rate";0,686396605434032;40
"PLCO";"germ_random";"seed.survival";0,57;40
"POMA";"germ_random";"germination.rate";0,7521260142353;40
"POMA";"germ_random";"seed.survival";0,46;40
"POMO";"germ_random";"germination.rate";0,991098664822657;40
"POMO";"germ_random";"seed.survival";0,49;40
"PUPA";"germ_random";"germination.rate";0,658893537424887;40
"PUPA";"germ_random";"seed.survival";0,55;40
"SASO";"germ_random";"germination.rate";0,602361540550688;40
"SASO";"germ_random";"seed.survival";0,3;40
"SCLA";"germ_random";"germination.rate";0,554237928198072;40
"SCLA";"germ_random";"seed.survival";0,41;40
"SOAS";"germ_random";"germination.rate";0,687680125534374;40
"SOAS";"germ_random";"seed.survival";0,29;40
"SPRU";"germ_random";"germination.rate";0,476996268747474;40
"SPRU";"germ_random";"seed.survival";0,41;40
"SUSP";"germ_random";"germination.rate";0,488527039658091;40
"SUSP";"germ_random";"seed.survival";0,58;40
"BEMA";"germ_random";"germination.rate";0,414071644562029;41
"BEMA";"germ_random";"seed.survival";0,43;41
"CETE";"germ_random";"germination.rate";0,438131044135801;41
"CETE";"germ_random";"seed.survival";0,1;41
"CHFU";"germ_random";"germination.rate";0,983620165234037;41
"CHFU";"germ_random";"seed.survival";0,38;41
"CHMI";"germ_random";"germination.rate";0,824023329227756;41
"CHMI";"germ_random";"seed.survival";0,32;41
"HOMA";"germ_random";"germination.rate";1;41
"HOMA";"germ_random";"seed.survival";0,25;41
"LEMA";"germ_random";"germination.rate";0,960461843682912;41
"LEMA";"germ_random";"seed.survival";0,33;41
"LYTR";"germ_random";"germination.rate";0,660142358024755;41
"LYTR";"germ_random";"seed.survival";0,51;41
"MEEL";"germ_random";"germination.rate";0,429852418757346;41
"MEEL";"germ_random";"seed.survival";0,6;41
"MESU";"germ_random";"germination.rate";0,64977865160176;41
"MESU";"germ_random";"seed.survival";0,63;41
"PAIN";"germ_random";"germination.rate";0,41271130372075;41
"PAIN";"germ_random";"seed.survival";0,6;41
"PLCO";"germ_random";"germination.rate";0,852685658872501;41
"PLCO";"germ_random";"seed.survival";0,57;41
"POMA";"germ_random";"germination.rate";0,842209582430938;41
"POMA";"germ_random";"seed.survival";0,46;41
"POMO";"germ_random";"germination.rate";0,765629390211383;41
"POMO";"germ_random";"seed.survival";0,49;41
"PUPA";"germ_random";"germination.rate";0,714085770615316;41
"PUPA";"germ_random";"seed.survival";0,55;41
"SASO";"germ_random";"germination.rate";0,400874749080248;41
"SASO";"germ_random";"seed.survival";0,3;41
"SCLA";"germ_random";"germination.rate";0,780012425347647;41
"SCLA";"germ_random";"seed.survival";0,41;41
"SOAS";"germ_random";"germination.rate";0,719740828487524;41
"SOAS";"germ_random";"seed.survival";0,29;41
"SPRU";"germ_random";"germination.rate";0,401403997341365;41
"SPRU";"germ_random";"seed.survival";0,41;41
"SUSP";"germ_random";"germination.rate";0,761975237701235;41
"SUSP";"germ_random";"seed.survival";0,58;41
"BEMA";"germ_random";"germination.rate";0,445229373077487;42
"BEMA";"germ_random";"seed.survival";0,43;42
"CETE";"germ_random";"germination.rate";0,525708034948009;42
"CETE";"germ_random";"seed.survival";0,1;42
"CHFU";"germ_random";"germination.rate";0,780896157823343;42
"CHFU";"germ_random";"seed.survival";0,38;42
"CHMI";"germ_random";"germination.rate";0,795769217866322;42
"CHMI";"germ_random";"seed.survival";0,32;42
"HOMA";"germ_random";"germination.rate";0,817372667654205;42
"HOMA";"germ_random";"seed.survival";0,25;42
"LEMA";"germ_random";"germination.rate";0,963401280347689;42
"LEMA";"germ_random";"seed.survival";0,33;42
"LYTR";"germ_random";"germination.rate";0,603733140466103;42
"LYTR";"germ_random";"seed.survival";0,51;42
"MEEL";"germ_random";"germination.rate";0,6364851500651;42
"MEEL";"germ_random";"seed.survival";0,6;42
"MESU";"germ_random";"germination.rate";0,713364732069313;42
"MESU";"germ_random";"seed.survival";0,63;42
"PAIN";"germ_random";"germination.rate";0,412310203159361;42
"PAIN";"germ_random";"seed.survival";0,6;42
"PLCO";"germ_random";"germination.rate";0,770876102194725;42
"PLCO";"germ_random";"seed.survival";0,57;42
"POMA";"germ_random";"germination.rate";0,994411887810537;42
"POMA";"germ_random";"seed.survival";0,46;42
"POMO";"germ_random";"germination.rate";1;42
"POMO";"germ_random";"seed.survival";0,49;42
"PUPA";"germ_random";"germination.rate";0,99214614593906;42
"PUPA";"germ_random";"seed.survival";0,55;42
"SASO";"germ_random";"germination.rate";0,588003398401275;42
"SASO";"germ_random";"seed.survival";0,3;42
"SCLA";"germ_random";"germination.rate";0,67179311939538;42
"SCLA";"germ_random";"seed.survival";0,41;42
"SOAS";"germ_random";"germination.rate";0,665235934359041;42
"SOAS";"germ_random";"seed.survival";0,29;42
"SPRU";"germ_random";"germination.rate";0,361081054619348;42
"SPRU";"germ_random";"seed.survival";0,41;42
"SUSP";"germ_random";"germination.rate";0,460956745172122;42
"SUSP";"germ_random";"seed.survival";0,58;42
"BEMA";"germ_random";"germination.rate";0,320068013290692;43
"BEMA";"germ_random";"seed.survival";0,43;43
"CETE";"germ_random";"germination.rate";0,519066412788394;43
"CETE";"germ_random";"seed.survival";0,1;43
"CHFU";"germ_random";"germination.rate";0,918633915200938;43
"CHFU";"germ_random";"seed.survival";0,38;43
"CHMI";"germ_random";"germination.rate";0,68822902336045;43
"CHMI";"germ_random";"seed.survival";0,32;43
"HOMA";"germ_random";"germination.rate";1;43
"HOMA";"germ_random";"seed.survival";0,25;43
"LEMA";"germ_random";"germination.rate";0,825128737856994;43
"LEMA";"germ_random";"seed.survival";0,33;43
"LYTR";"germ_random";"germination.rate";0,599406065952192;43
"LYTR";"germ_random";"seed.survival";0,51;43
"MEEL";"germ_random";"germination.rate";0,758224280775868;43
"MEEL";"germ_random";"seed.survival";0,6;43
"MESU";"germ_random";"germination.rate";0,655625909426055;43
"MESU";"germ_random";"seed.survival";0,63;43
"PAIN";"germ_random";"germination.rate";0,334219084434789;43
"PAIN";"germ_random";"seed.survival";0,6;43
"PLCO";"germ_random";"germination.rate";0,846941898626843;43
"PLCO";"germ_random";"seed.survival";0,57;43
"POMA";"germ_random";"germination.rate";0,875660109581163;43
"POMA";"germ_random";"seed.survival";0,46;43
"POMO";"germ_random";"germination.rate";0,940982908898325;43
"POMO";"germ_random";"seed.survival";0,49;43
"PUPA";"germ_random";"germination.rate";0,949813138884256;43
"PUPA";"germ_random";"seed.survival";0,55;43
"SASO";"germ_random";"germination.rate";0,342735390902339;43
"SASO";"germ_random";"seed.survival";0,3;43
"SCLA";"germ_random";"germination.rate";0,680066428266129;43
"SCLA";"germ_random";"seed.survival";0,41;43
"SOAS";"germ_random";"germination.rate";0,576374080489657;43
"SOAS";"germ_random";"seed.survival";0,29;43
"SPRU";"germ_random";"germination.rate";0,32618798795565;43
"SPRU";"germ_random";"seed.survival";0,41;43
"SUSP";"germ_random";"germination.rate";0,61728999047105;43
"SUSP";"germ_random";"seed.survival";0,58;43
"BEMA";"germ_random";"germination.rate";0,34240113389383;44
"BEMA";"germ_random";"seed.survival";0,43;44
"CETE";"germ_random";"germination.rate";0,517581797846644;44
"CETE";"germ_random";"seed.survival";0,1;44
"CHFU";"germ_random";"germination.rate";0,864452990793425;44
"CHFU";"germ_random";"seed.survival";0,38;44
"CHMI";"germ_random";"germination.rate";0,822816068483425;44
"CHMI";"germ_random";"seed.survival";0,32;44
"HOMA";"germ_random";"germination.rate";1;44
"HOMA";"germ_random";"seed.survival";0,25;44
"LEMA";"germ_random";"germination.rate";0,744961875368603;44
"LEMA";"germ_random";"seed.survival";0,33;44
"LYTR";"germ_random";"germination.rate";0,536354054868516;44
"LYTR";"germ_random";"seed.survival";0,51;44
"MEEL";"germ_random";"germination.rate";0,502489931677649;44
"MEEL";"germ_random";"seed.survival";0,6;44
"MESU";"germ_random";"germination.rate";0,752894617204062;44
"MESU";"germ_random";"seed.survival";0,63;44
"PAIN";"germ_random";"germination.rate";0,266239285905076;44
"PAIN";"germ_random";"seed.survival";0,6;44
"PLCO";"germ_random";"germination.rate";0,854469712251721;44
"PLCO";"germ_random";"seed.survival";0,57;44
"POMA";"germ_random";"germination.rate";0,71147717261115;44
"POMA";"germ_random";"seed.survival";0,46;44
"POMO";"germ_random";"germination.rate";0,970374485441487;44
"POMO";"germ_random";"seed.survival";0,49;44
"PUPA";"germ_random";"germination.rate";0,767735432612607;44
"PUPA";"germ_random";"seed.survival";0,55;44
"SASO";"germ_random";"germination.rate";0,342219751718118;44
"SASO";"germ_random";"seed.survival";0,3;44
"SCLA";"germ_random";"germination.rate";0,703329969405469;44
"SCLA";"germ_random";"seed.survival";0,41;44
"SOAS";"germ_random";"germination.rate";0,761674383929496;44
"SOAS";"germ_random";"seed.survival";0,29;44
"SPRU";"germ_random";"germination.rate";0,363127357779;44
"SPRU";"germ_random";"seed.survival";0,41;44
"SUSP";"germ_random";"germination.rate";0,662169728902384;44
"SUSP";"germ_random";"seed.survival";0,58;44
"BEMA";"germ_random";"germination.rate";0,469761751084531;45
"BEMA";"germ_random";"seed.survival";0,43;45
"CETE";"germ_random";"germination.rate";0,38856857797177;45
"CETE";"germ_random";"seed.survival";0,1;45
"CHFU";"germ_random";"germination.rate";0,89797047305272;45
"CHFU";"germ_random";"seed.survival";0,38;45
"CHMI";"germ_random";"germination.rate";0,80292055955455;45
"CHMI";"germ_random";"seed.survival";0,32;45
"HOMA";"germ_random";"germination.rate";1;45
"HOMA";"germ_random";"seed.survival";0,25;45
"LEMA";"germ_random";"germination.rate";0,991275970702985;45
"LEMA";"germ_random";"seed.survival";0,33;45
"LYTR";"germ_random";"germination.rate";0,681742107315237;45
"LYTR";"germ_random";"seed.survival";0,51;45
"MEEL";"germ_random";"germination.rate";0,451038834506935;45
"MEEL";"germ_random";"seed.survival";0,6;45
"MESU";"germ_random";"germination.rate";0,925133373365792;45
"MESU";"germ_random";"seed.survival";0,63;45
"PAIN";"germ_random";"germination.rate";0,330734798639911;45
"PAIN";"germ_random";"seed.survival";0,6;45
"PLCO";"germ_random";"germination.rate";0,776339142869694;45
"PLCO";"germ_random";"seed.survival";0,57;45
"POMA";"germ_random";"germination.rate";0,822762163373923;45
"POMA";"germ_random";"seed.survival";0,46;45
"POMO";"germ_random";"germination.rate";1;45
"POMO";"germ_random";"seed.survival";0,49;45
"PUPA";"germ_random";"germination.rate";0,923529944152322;45
"PUPA";"germ_random";"seed.survival";0,55;45
"SASO";"germ_random";"germination.rate";0,400440798647492;45
"SASO";"germ_random";"seed.survival";0,3;45
"SCLA";"germ_random";"germination.rate";0,657032692237057;45
"SCLA";"germ_random";"seed.survival";0,41;45
"SOAS";"germ_random";"germination.rate";0,586456599210365;45
"SOAS";"germ_random";"seed.survival";0,29;45
"SPRU";"germ_random";"germination.rate";0,312812751775148;45
"SPRU";"germ_random";"seed.survival";0,41;45
"SUSP";"germ_random";"germination.rate";0,445752318281419;45
"SUSP";"germ_random";"seed.survival";0,58;45
"BEMA";"germ_random";"germination.rate";0,214604806123864;46
"BEMA";"germ_random";"seed.survival";0,43;46
"CETE";"germ_random";"germination.rate";0,356481887317381;46
"CETE";"germ_random";"seed.survival";0,1;46
"CHFU";"germ_random";"germination.rate";0,635959435222826;46
"CHFU";"germ_random";"seed.survival";0,38;46
"CHMI";"germ_random";"germination.rate";0,865412173073936;46
"CHMI";"germ_random";"seed.survival";0,32;46
"HOMA";"germ_random";"germination.rate";0,768338817699009;46
"HOMA";"germ_random";"seed.survival";0,25;46
"LEMA";"germ_random";"germination.rate";0,898053120231551;46
"LEMA";"germ_random";"seed.survival";0,33;46
"LYTR";"germ_random";"germination.rate";0,482876786531209;46
"LYTR";"germ_random";"seed.survival";0,51;46
"MEEL";"germ_random";"germination.rate";0,540266365332971;46
"MEEL";"germ_random";"seed.survival";0,6;46
"MESU";"germ_random";"germination.rate";0,669229644657304;46
"MESU";"germ_random";"seed.survival";0,63;46
"PAIN";"germ_random";"germination.rate";0,382128079503407;46
"PAIN";"germ_random";"seed.survival";0,6;46
"PLCO";"germ_random";"germination.rate";0,726573112246153;46
"PLCO";"germ_random";"seed.survival";0,57;46
"POMA";"germ_random";"germination.rate";0,879127991354523;46
"POMA";"germ_random";"seed.survival";0,46;46
"POMO";"germ_random";"germination.rate";0,731462892764649;46
"POMO";"germ_random";"seed.survival";0,49;46
"PUPA";"germ_random";"germination.rate";0,805531836886254;46
"PUPA";"germ_random";"seed.survival";0,55;46
"SASO";"germ_random";"germination.rate";0,383934994082611;46
"SASO";"germ_random";"seed.survival";0,3;46
"SCLA";"germ_random";"germination.rate";0,674922921099152;46
"SCLA";"germ_random";"seed.survival";0,41;46
"SOAS";"germ_random";"germination.rate";0,447742074128443;46
"SOAS";"germ_random";"seed.survival";0,29;46
"SPRU";"germ_random";"germination.rate";0,263461755797372;46
"SPRU";"germ_random";"seed.survival";0,41;46
"SUSP";"germ_random";"germination.rate";0,688294687229208;46
"SUSP";"germ_random";"seed.survival";0,58;46
"BEMA";"germ_random";"germination.rate";0,511669281214192;47
"BEMA";"germ_random";"seed.survival";0,43;47
"CETE";"germ_random";"germination.rate";0,635014788520841;47
"CETE";"germ_random";"seed.survival";0,1;47
"CHFU";"germ_random";"germination.rate";0,619435281963288;47
"CHFU";"germ_random";"seed.survival";0,38;47
"CHMI";"germ_random";"germination.rate";0,933615964297198;47
"CHMI";"germ_random";"seed.survival";0,32;47
"HOMA";"germ_random";"germination.rate";0,756518389908406;47
"HOMA";"germ_random";"seed.survival";0,25;47
"LEMA";"germ_random";"germination.rate";0,82649302516929;47
"LEMA";"germ_random";"seed.survival";0,33;47
"LYTR";"germ_random";"germination.rate";0,681566052471334;47
"LYTR";"germ_random";"seed.survival";0,51;47
"MEEL";"germ_random";"germination.rate";0,443453053786288;47
"MEEL";"germ_random";"seed.survival";0,6;47
"MESU";"germ_random";"germination.rate";0,901647794620091;47
"MESU";"germ_random";"seed.survival";0,63;47
"PAIN";"germ_random";"germination.rate";0,15006901887936;47
"PAIN";"germ_random";"seed.survival";0,6;47
"PLCO";"germ_random";"germination.rate";0,847596178331499;47
"PLCO";"germ_random";"seed.survival";0,57;47
"POMA";"germ_random";"germination.rate";0,748613911050922;47
"POMA";"germ_random";"seed.survival";0,46;47
"POMO";"germ_random";"germination.rate";0,736243504300806;47
